text,Autism_Diagnosis
Changes to my schedule upset me. i really enjoy talkin' about my interests. i'm workin' on this.,1
Group settings make me anxious. i'm working on this.,1
Different textures don't bother me. meeting new people excites me. southern couple reason none trade his yes.,0
Strong smells sumtimes make me nauseous. i prefer stickin' to my routines. conversations can be confusing. my family member says this is normal.,1
I'm flexible with my schedule. i like trying new restaurants. actually against yeah subject head return.,0
Meeting new people excites me. i like trying new restaurants.,0
I like knowin' what to expect. i don't always read facial expressions well. changes to my schedule upset me.,1
Certain sounds really irritate me. i like knowing what to expect.,1
I often struggle with eye contact. i don't always read facial expressions well. my colleague says this is normal.,1
Conversations can be confusing. i prefer quiet time alone. people say i'm very literal. my friend says this is normal.,1
Concerts and parties are fun. i like trying new restaurants. foreign doctor page nothing with.,0
I sometimes don't get jokes right away... determine firm morning quite begin respond other...,0
I'm flexible with my schedule. it depends on my mood.,0
I sometimes miss social cues. changes to my schedule upset me. i sometimes miss social cues. i'm working on this.,1
I'm okay with last-minute changes. i've noticed this for a while.,0
Some clothing textures feel uncomfortable. people say i'm very literal. i sometimes miss social cues.,1
I organize my things carefully. i prefer sticking to my routines. i sometimes don't get jokes right away. it depends on my mood.,1
I enjoy socializing with people. i'm flexible with my schedule. i'm working on this.,0
Different textures don't bother me. different textures don't bother me. my friend says this is normal.,1
I'm flexible with my schedule. i enjoy socializing with people. i'm working on this.,0
Different textures don't bother me.,1
I eat similar foods regularly. my friend says this is normal.,1
Meeting new people excites me. i'm working on this.,0
I eat similar foods regularly. i often struggle with eye contact. conversations can be confusing. traditional first teacher camera.,1
Eye contact feels natural. i like trying new restaurants. consumer pull produce body we.,0
I like trying new restaurants. meeting new people excites me. i've noticed this for a while.,0
Some clothin' textures feel uncomfortable... i've noticed this for a while...,1
I organize my things carefully. i don't always read facial expressions well. loud noises bother me. yeah interesting child nothing range.,1
I adapt well to new situations...,0
I adapt well to new situations. eye contact feels natural. cell set challenge still choice never.,0
I'm okay with last-minute changes. i usually understand sarcasm.,0
Concerts and parties are fun. different textures don't bother me.,1
I don't always read facial expressions well. i've noticed this for a while.,1
Some clothing textures feel uncomfortable. certain sounds really irritate me. i've noticed this for a while.,1
I'm okay with last-minute changes. i adapt well to new situations. i've noticed this for a while.,0
Meeting new people excites me. i'm working on this.,0
Changes to my schedule upset me. i don't always read facial expressions well. certain sounds really irritate me. appear suddenly law people.,0
I'm flexible with my schedule. i'm working on this.,0
I really enjoy talking about my interests... i often struggle with eye contact... some clothing textures feel uncomfortable...,1
I like trying new restaurants. i usually understand sarcasm. it depends on my mood.,1
Strong smells sometimes make me nauseous. making friends feels challenging sometimes. i prefer sticking to my routines. i've noticed this for a while.,1
People say i'm very literal. i prefer sticking to my routines. my friend says this is normal.,1
I like trying new restaurants. i usually understand sarcasm. my friend says this is normal.,1
I really enjoy talking about my interests. changes to my schedule upset me. group settings make me anxious. i've noticed this for a while.,1
Meeting new people excites me. i like trying new restaurants.,0
Eye contact feels natural.,1
I'm okay with last-minute changes. it depends on my mood.,0
Loud noises bother me.,1
Meeting new people excites me. i'm flexible with my schedule. my colleague says this is normal.,1
I enjoy socializing with people. my friend says this is normal.,0
I usually understand sarcasm. i adapt well to new situations. it depends on my mood.,1
I organize my things carefully. i often struggle with eye contact. conversations can be confusing. it depends on my mood.,0
I often struggle with eye contact. i sometimes miss social cues. changes to my schedule upset me. answer break body list little.,1
I like trying new restaurants. different textures don't bother me. i'm working on this.,0
I usually understand sarcasm. i enjoy socializing with people. it depends on my mood.,0
Bright lights can be painful. i sometimes miss social cues. my friend says this is normal.,1
